lp_w,Pf_Pe,alpha,back_frac,mean_vx
2.0,0.875,2.0525815697765064,0.5364265,-4.062933736026508
2.0,1.0,1.951678903296567,0.523242,-2.5585059387987754
2.0,1.125,1.493743365520771,0.5100889,-1.0327324283284318
2.0,1.25,1.2704480058621415,0.49518080000000003,0.6991274343769627
2.0,1.375,1.738533834912829,0.4801516,2.4737323096317874
2.0,1.5,1.8641023056874837,0.46491629999999995,4.269737706722446
2.0,1.625,1.9201268112936267,0.4507758,5.960753776672672
2.0,1.75,1.9589712195288174,0.43394889999999997,7.995000452718109
2.0,1.875,1.9833957924883963,0.4197063,9.756513138630446
2.0,2.0,1.9846047705922891,0.40485709999999997,11.669471795424574
2.25,0.125,1.764523065893169,0.5482369,-5.523882156025078
2.25,0.25,2.0025661455650665,0.5755681,-8.616765388589986
2.25,0.375,2.0347862345048804,0.5820945,-9.360031178875639
2.25,0.5,2.065808757901309,0.5818101999999999,-9.297850640734895
2.25,0.625,2.0290716915088836,0.5721257,-8.172479990956392
2.25,0.75,2.047981959653356,0.5595971,-6.748983378112614
2.25,0.875,2.070785652036159,0.5467730000000001,-5.2362065734141785
2.25,1.0,2.0233289191690917,0.5319254,-3.5454647404024273
2.25,1.125,1.7388226924803456,0.5162586,-1.712188341527575
2.25,1.25,1.0266672802724177,0.4999169,0.20347728968932932
2.25,1.375,1.639772917730603,0.483829,2.0931523773677347
2.25,1.5,1.844282740713818,0.46713230000000006,4.0601860693704666
2.25,1.625,1.8922892405512401,0.450841,6.041880569047248
2.25,1.75,1.888296119146465,0.4330354,8.262170883232132
2.25,1.875,1.9245247613630116,0.41556449999999995,10.462617894451125
2.25,2.0,1.9146633385683605,0.4007836,12.314301214195327
2.5,0.125,1.8617884600165284,0.5606062,-6.987815761521916
2.5,0.25,1.9740059114244548,0.5909888,-10.449643896344236
2.5,0.375,2.0169092900391523,0.5998486,-11.431691654056493
2.5,0.5,2.0537319655696438,0.5964037,-11.014951002263857
2.5,0.625,2.007085289393685,0.5865328,-9.844202383115583
2.5,0.75,2.067304008111695,0.5719105999999999,-8.12394986915576
2.5,0.875,2.072330555835512,0.5569527,-6.424874521061271
2.5,1.0,2.027357572279877,0.5409294,-4.540164540494494
2.5,1.125,1.9965825344092865,0.5226955,-2.431014606987384
2.5,1.25,1.1832521617731984,0.5045808,-0.3153325140972315
2.5,1.375,1.6121892333168266,0.48752029999999996,1.7087817064894897
2.5,1.5,1.9013314307253584,0.4690978,3.9174828274419173
2.5,1.625,1.8781577075498157,0.44967870000000004,6.2501908148777146
2.5,1.75,1.9326164099827499,0.4325372,8.407629850990444
2.5,1.875,1.9893480807097323,0.4137188,10.824285490562271
2.5,2.0,2.0025395065014044,0.3961237,13.088731603436498
2.75,0.125,1.873499264566371,0.571981,-8.340132138118712
2.75,0.25,2.0193323340368505,0.6063824,-12.293923581989358
2.75,0.375,2.053908326520001,0.6167827,-13.477763055140985
2.75,0.5,2.041322570918497,0.6110442,-12.743395609456405
2.75,0.625,2.07344575788226,0.5998681,-11.400361190412596
2.75,0.75,2.044222869028121,0.5844176999999999,-9.585810624519429
2.75,0.875,2.0638222112852804,0.5669512,-7.561934993250497
2.75,1.0,2.102474337206912,0.5482581,-5.393847916415815
2.75,1.125,2.031127590609174,0.5298033999999999,-3.265039989776255
2.75,1.25,1.5992915137777526,0.5108058999999999,-1.0033111868215703
2.75,1.375,1.310689857141636,0.4903128,1.4091640030188395
2.75,1.5,1.7755326147602863,0.4710665,3.715270927619715
2.75,1.625,1.9543527731318135,0.4507502,6.247735751968993
2.75,1.75,1.9603532136534627,0.4309273,8.708683852064132
2.75,1.875,1.9574410900457642,0.411966,11.153829453907713
2.75,2.0,1.967235266297927,0.3920635,13.801939916013641
3.0,0.125,1.8939875071633159,0.5874145,-10.196068084851275
3.0,0.25,2.037874580939355,0.6262415,-14.695077608687953
3.0,0.375,2.031341575947465,0.6323880000000001,-15.357003479435148
3.0,0.5,2.0255188731846,0.6258347,-14.510646562383885
3.0,0.625,2.0366203570189327,0.6114629,-12.806348629503965
3.0,0.75,2.044772126381707,0.5949379,-10.86721162994742
3.0,0.875,2.056347911710893,0.5762897,-8.662739893628421
3.0,1.0,2.03547096077103,0.5566223,-6.359560942257713
3.0,1.125,2.0553710481018097,0.536288,-3.978132755047345
3.0,1.25,1.6602124433438146,0.5160457,-1.595411901841455
